data,tor,dystans,kat.,jeździec,waga,trener,mc,wygrana
 08.09.2018,Warszawa,1300 m,III, u. S. Altynbekov,58,M. Janikowski,1 / 7,7 000 zł
 26.08.2018,Warszawa,1600 m,III, dż. A. Kabardov,60,M. Janikowski,2 / 8,2 800 zł
 05.08.2018,Warszawa,1600 m,IV, dż. M. Březina,60,M. Janikowski,1 / 10,6 000 zł
 01.07.2018,Warszawa,1400 m,III, dż. M. Březina,60,M. Janikowski,2 / 7,2 800 zł
 10.06.2018,Warszawa,1400 m,III, dż. M. Březina,60,M. Janikowski,2 / 10,2 800 zł
 13.05.2018,Warszawa,1300 m,III, dż. M. Březina,60,M. Janikowski,3 / 6,1 400 zł
 22.04.2018,Warszawa,1300 m,III, dż. M. Březina,60,M. Janikowski,4 / 7,700 zł
 12.11.2017,Warszawa,1200 m,I, dż. M. Březina,61,M. Janikowski,8 / 12,0 zł
 22.10.2017,Warszawa,1600 m,III, dż. W. Szymczuk,58,M. Janikowski,1 / 9,7 000 zł
 24.09.2017,Warszawa,1200 m,III, dż. M. Březina,61,M. Janikowski,5 / 13,350 zł
 03.09.2017,Warszawa,1400 m,IV, dż. M. Březina,61½,M. Janikowski,1 / 11,6 000 zł
 12.08.2017,Warszawa,1600 m,III, dż. M. Březina,59,M. Janikowski,5 / 6,350 zł
 29.07.2017,Warszawa,1300 m,III, st. u. I. Bieliak,50½,M. Janikowski,5 / 10,350 zł
 24.06.2017,Warszawa,1200 m,III, dż. M. Březina,59,M. Janikowski,1 / 6,7 000 zł
 10.06.2017,Warszawa,1800 m,III, dż. M. Březina,59,M. Janikowski,9 / 13,0 zł
 13.05.2017,Warszawa,1600 m,III, dż. M. Březina,59,M. Janikowski,3 / 11,1 400 zł
 24.07.2022,Warszawa,1600 m,IV, dż. J. Wyrzyk,60,A. Wyrzyk,4 / 10,650 zł
 11.06.2022,Warszawa,2200 m,II, dż. S. Mazur,60,A. Wyrzyk,3 / 6,1 900 zł
 15.05.2022,Warszawa,2200 m,III, dż. J. Wyrzyk,60,A. Wyrzyk,5 / 9,400 zł
 24.04.2022,Warszawa,1600 m,III, dż. J. Wyrzyk,60,A. Wyrzyk,6 / 10,0 zł
 07.11.2021,Warszawa,1600 m,II, dż. J. Wyrzyk,60,A. Wyrzyk,6 / 9,0 zł
 02.10.2021,Warszawa,1400 m,I, dż. J. Wyrzyk,56,A. Wyrzyk,8 / 9,0 zł
 28.08.2021,Warszawa,1600 m,B, dż. J. Wyrzyk,56,A. Wyrzyk,6 / 9,0 zł
 08.08.2021,Warszawa,1800 m,B, dż. J. Wyrzyk,56,A. Wyrzyk,3 / 5,4 000 zł
 24.07.2021,Warszawa,2000 m,I, dż. J. Wyrzyk,57,A. Wyrzyk,5 / 7,530 zł
 12.06.2021,Warszawa,1600 m,III, dż. J. Wyrzyk,62,A. Wyrzyk,1 / 8,7 500 zł
 23.05.2021,Warszawa,1800 m,III, dż. J. Wyrzyk,60,A. Wyrzyk,1 / 9,7 500 zł
 01.05.2021,Warszawa,1800 m,I, dż. J. Wyrzyk,57,A. Wyrzyk,6 / 9,0 zł
 22.11.2020,Warszawa,1800 m,II, dż. J. Wyrzyk,61,A. Wyrzyk,3 / 7,1 500 zł
 31.10.2020,Warszawa,1400 m,IV, dż. J. Wyrzyk,63,A. Wyrzyk,2 / 12,2 600 zł
 03.10.2020,Warszawa,2600 m,I, dż. J. Wyrzyk,57,A. Wyrzyk,9 / 10,0 zł
 13.09.2020,Warszawa,2800 m,L A, dż. J. Wyrzyk,60,A. Wyrzyk,7 / 7,0 zł
 23.08.2020,Warszawa,1800 m,III, k. dż. J. Wyrzyk,59,A. Wyrzyk,2 / 6,3 000 zł
 19.07.2020,Warszawa,2000 m,II, k. dż. J. Wyrzyk,59,A. Wyrzyk,7 / 12,0 zł
 27.06.2020,Warszawa,2200 m,II, k. dż. J. Wyrzyk,63½,A. Wyrzyk,7 / 7,0 zł
 07.06.2020,Warszawa,2000 m,III, k. dż. J. Wyrzyk,59,A. Wyrzyk,1 / 9,7 500 zł
 16.05.2020,Warszawa,1800 m,I, k. dż. J. Wyrzyk,56½,A. Wyrzyk,4 / 9,1 060 zł
 10.11.2019,Warszawa,1800 m,II, k. dż. J. Wyrzyk,59,A. Wyrzyk,3 / 6,1 500 zł
 20.10.2019,Warszawa,2000 m,IV, k. dż. J. Wyrzyk,61,A. Wyrzyk,3 / 7,1 300 zł
 21.09.2019,Warszawa,2800 m,I, k. dż. J. Wyrzyk,56,A. Wyrzyk,4 / 5,1 060 zł
 01.09.2019,Warszawa,2800 m,L A, pr. dż. A. Kardanov,60,A. Wyrzyk,5 / 8,2 700 zł
 11.08.2019,Warszawa,2200 m,III, u. M. Wyrzyk,61,A. Wyrzyk,4 / 7,750 zł
 07.07.2019,Warszawa,2000 m,II, k. dż. D. Liška,60,A. Wyrzyk,6 / 9,0 zł
 16.06.2019,Warszawa,1800 m,II, k. dż. J. Wyrzyk,59,A. Wyrzyk,4 / 7,900 zł
 25.05.2019,Warszawa,1800 m,III, k. dż. J. Wyrzyk,59,A. Wyrzyk,1 / 12,7 500 zł
 05.05.2019,Warszawa,1800 m,III, k. dż. J. Wyrzyk,59,A. Wyrzyk,3 / 7,1 500 zł
 11.11.2018,Warszawa,1400 m,III, k. dż. J. Wyrzyk,63,A. Wyrzyk,1 / 8,7 000 zł
 14.10.2018,Warszawa,1400 m,III, k. dż. J. Wyrzyk,58,A. Wyrzyk,1 / 7,7 000 zł
 22.09.2018,Warszawa,1600 m,IV, k. dż. J. Wyrzyk,61,A. Wyrzyk,3 / 9,1 200 zł
 18.08.2018,Warszawa,1800 m,IV, k. dż. J. Wyrzyk,58,A. Wyrzyk,7 / 8,0 zł
 29.07.2018,Warszawa,1800 m,IV, k. dż. J. Wyrzyk,61,A. Wyrzyk,2 / 13,2 400 zł
 01.07.2018,Warszawa,2400 m,G1 A, dż. M. Abik ,59,A. Wyrzyk,11 / 18,0 zł
 27.05.2018,Warszawa,2200 m,I, pr. dż. J. Wyrzyk,56,A. Wyrzyk,2 / 8,4 240 zł
 06.05.2018,Warszawa,2000 m,I, pr. dż. J. Wyrzyk,56,A. Wyrzyk,4 / 7,1 060 zł
 19.11.2017,Warszawa,1300 m,I, dż. M. Abik ,58,A. Wyrzyk,2 / 5,4 240 zł
 22.10.2017,Warszawa,1600 m,II, dż. M. Abik ,57,A. Wyrzyk,1 / 11,9 000 zł
 09.09.2017,Warszawa,1400 m,II, dż. M. Abik ,57,A. Wyrzyk,3 / 9,1 800 zł
 06.08.2017,Warszawa,1300 m,II, dż. M. Abik ,57,A. Wyrzyk,2 / 7,3 600 zł
 08.07.2017,Warszawa,1200 m,II, dż. M. Abik ,56,A. Wyrzyk,2 / 6,3 600 zł
 24.07.2021,Warszawa,3800 m,płoty, st. u. P. Pałczyński,69,Z. Lica,0 / 9,0 zł
 16.06.2021,Wrocław,4300 m,steeple, st. u. P. Pałczyński,68,Z. Lica,7 / 9,0 zł
 03.05.2021,Wrocław,4300 m,steeple, st. u. P. Pałczyński,68,Z. Lica,7 / 9,0 zł
 11.11.2020,Wrocław,4200 m,steeple, st. u. P. Pałczyński,68,Z. Lica,2 / 12,4 000 zł
 18.10.2020,Wrocław,5500 m,steeple, k. dż. C. Roberts,69,Z. Lica,6 / 12,8 000 zł
 12.08.2020,Wrocław,4300 m,steeple, st. u. P. Pałczyński,66,Z. Lica,3 / 14,3 000 zł
 01.07.2020,Wrocław,4200 m,steeple, st. u. P. Pałczyński,67,Z. Lica,3 / 7,3 000 zł
 11.08.2019,Wrocław,4200 m,steeple, dż. Z. Lica,67,Z. Lica,5 / 7,1 000 zł
 02.06.2019,Wrocław,5500 m,steeple, dż. Z. Lica,69,Z. Lica,4 / 8,16 000 zł
 05.05.2019,Wrocław,4200 m,steeple, dż. Z. Lica,71,Z. Lica,3 / 11,3 000 zł
 14.10.2018,Pardubice,4500 m,steeple, dż. N. Loven,70,R. Świątek,0 / 12,0 zł*
 02.09.2018,Wrocław,5000 m,steeple, dż. Z. Lica,69,Z. Lica,0 / 8,0 zł
 05.08.2018,Wrocław,4200 m,steeple, dż. Z. Lica,68,Z. Lica,7 / 10,0 zł
 10.06.2018,Wrocław,5500 m,steeple, dż. Z. Lica,69,Z. Lica,3 / 11,20 000 zł
 13.05.2018,Wrocław,4200 m,steeple, dż. Z. Lica,67,Z. Lica,3 / 7,3 000 zł
 15.04.2018,Wrocław,3800 m,steeple, dż. Z. Lica,69,Z. Lica,2 / 9,4 000 zł
 15.10.2017,Wrocław,3600 m,steeple, dż. Z. Lica,69,R. Świątek,2 / 6,4 000 zł
 10.09.2017,Wrocław,5000 m,steeple, dż. Z. Lica,69,R. Świątek,4 / 8,10 000 zł
 13.08.2017,Wrocław,4200 m,steeple, dż. Z. Lica,66,R. Świątek,2 / 8,4 000 zł
 11.06.2017,Wrocław,4000 m,steeple, dż. Z. Lica,69,R. Świątek,3 / 10,2 400 zł
 21.05.2017,Wrocław,4200 m,steeple, dż. Z. Lica,66,R. Świątek,6 / 9,0 zł
 30.04.2017,Wrocław,3800 m,steeple, dż. Z. Lica,67,R. Świątek,4 / 9,1 800 zł
 16.10.2016,Wrocław,3600 m,steeple, dż. D. Andres,65½,R. Świątek,2 / 8,4 500 zł
 25.09.2016,Wrocław,3800 m,steeple, dż. D. Andres,67½,R. Świątek,2 / 8,3 250 zł
 04.09.2016,Wrocław,5000 m,steeple, dż. J. Myška,68,R. Świątek,6 / 10,0 zł
 07.08.2016,Wrocław,4200 m,steeple, dż. J. Myška,69,R. Świątek,2 / 8,4 500 zł
 19.06.2016,Wrocław,4000 m,steeple, dż. P. Dębowski,67,Z. Lica,0 / 8,0 zł
 22.05.2016,Wrocław,4200 m,steeple, dż. P. Dębowski,68,Z. Lica,8 / 13,0 zł
 24.04.2016,Wrocław,3800 m,steeple, dż. P. Dębowski,66,Z. Lica,0 / 8,0 zł
 06.09.2015,Wrocław,3800 m,steeple, dż. P. Dębowski,66½,Z. Lica,1 / 6,6 500 zł
 09.08.2015,Wrocław,3800 m,steeple, dż. P. Dębowski,66,Z. Lica,2 / 10,3 750 zł
 19.07.2015,Sopot,2800 m,płoty, dż. P. Dębowski,65,Z. Lica,4 / 7,800 zł
 28.06.2015,Wrocław,3600 m,steeple, dż. Z. Lica,65,Z. Lica,0 / 10,0 zł
 07.06.2015,Wrocław,3600 m,steeple, dż. Z. Lica,65,Z. Lica,7 / 8,0 zł
 26.04.2015,Wrocław,3600 m,steeple, dż. Z. Lica,65,Z. Lica,0 / 9,0 zł
 10.11.2014,Warszawa,2800 m,płoty, dż. Z. Lica,63,Z. Lica,6 / 7,0 zł
 25.10.2014,Wrocław,3000 m,płoty, dż. Z. Lica,66,Z. Lica,5 / 7,400 zł
 05.10.2014,Warszawa,2800 m,płoty, dż. Z. Lica,63,Z. Lica,5 / 9,500 zł
 06.09.2014,Wrocław,2800 m,płoty, dż. Z. Lica,65,Z. Lica,5 / 7,400 zł
 10.08.2014,Wrocław,2800 m,płoty, dż. Z. Lica,64½,Z. Lica,2 / 12,3 200 zł
 29.06.2014,Wrocław,2600 m,płoty, dż. Z. Lica,64,Z. Lica,2 / 8,3 200 zł
 08.06.2014,Wrocław,2200 m,III, dż. M. Pilich,59,Z. Lica,10 / 10,0 zł
 26.04.2014,Warszawa,1800 m,III, u. M. Szabla,55,Z. Lica,7 / 9,0 zł
 06.07.2013,Warszawa,1200 m,II, pr. dż. D. Panczew,56,A. Walicki,3 / 3,1 900 zł
 19.11.2017,Warszawa,1300 m,III, k. dż. K. Grzybowski,64,M. Łojek,3 / 8,1 400 zł
 22.10.2017,Warszawa,1200 m,III, dż. S. Vasyutov,63,M. Łojek,3 / 6,1 400 zł
 30.09.2017,Warszawa,1300 m,III, dż. S. Vasyutov,63,M. Łojek,2 / 7,2 800 zł
 02.09.2017,Warszawa,1400 m,III, dż. S. Mazur,59½,M. Łojek,1 / 7,7 000 zł
 19.08.2017,Warszawa,1300 m,IV, dż. T. Lukašek,60,M. Łojek,1 / 7,6 000 zł
 02.07.2017,Warszawa,1400 m,III, dż. A. Reznikov,61,M. Łojek,2 / 7,2 800 zł
 11.06.2017,Warszawa,1400 m,III, dż. A. Reznikov,60,M. Łojek,4 / 9,700 zł
 04.09.2016,Warszawa,1400 m,IV, dż. A. Turgaev,62,M. Łojek,4 / 7,600 zł
 14.08.2016,Warszawa,1800 m,III, dż. S. Mazur,59,M. Fabiańska,4 / 7,700 zł
 24.07.2016,Warszawa,1300 m,III, dż. V. Janaček,59,M. Fabiańska,5 / 7,350 zł
 11.06.2016,Warszawa,1600 m,III, dż. A. Reznikov,60½,M. Fabiańska,4 / 9,700 zł
 07.05.2016,Warszawa,1300 m,III, dż. A. Reznikov,56,M. Fabiańska,1 / 7,7 000 zł
 22.11.2015,Warszawa,1600 m,II, dż. P. Krowicki,58,M. Fabiańska,7 / 9,0 zł
 07.11.2015,Warszawa,1400 m,II, dż. A. Polli ,58,M. Fabiańska,3 / 10,1 800 zł
 01.07.2018,Karlovy Vary,3200 m,steeple, R. Benš,70,I. Wróblewska,0 / 7,1 472 zł*
 09.06.2018,Pardubice,4400 m,steeple, R. Benš,70,I. Wróblewska,0 / 8,0 zł*
 12.05.2018,Most,3800 m,steeple, S. Ferhanov,70½,I. Wróblewska,0 / 7,2 209 zł*
 11.06.2017,Wrocław,3800 m,płoty, k. dż. P. Tuma,68,M. Borkowski,1 / 7,7 000 zł
 21.05.2017,Wrocław,3600 m,płoty, k. dż. P. Tuma,67,M. Borkowski,1 / 9,7 000 zł
 30.04.2017,Wrocław,3400 m,płoty, k. dż. R. Benš,66,M. Borkowski,1 / 7,8 000 zł
 13.11.2016,Warszawa,1800 m,III, dż. B. Murzabayev ,61,M. Borkowski,3 / 6,1 400 zł
 16.10.2016,Wrocław,4000 m,steeple, st. u. P. Pałczyński,67,M. Borkowski,6 / 10,0 zł
 02.10.2016,Warszawa,1800 m,IV, dż. P. Krowicki,60,M. Borkowski,1 / 10,6 000 zł
 04.09.2016,Wrocław,3800 m,steeple, st. u. P. Pałczyński,66½,M. Borkowski,6 / 7,0 zł
 07.08.2016,Wrocław,3600 m,steeple, st. u. P. Pałczyński,66½,M. Borkowski,4 / 8,1 950 zł
 19.06.2016,Wrocław,3600 m,steeple, st. u. P. Pałczyński,65,M. Borkowski,2 / 7,3 250 zł
 22.05.2016,Wrocław,3600 m,steeple, st. u. P. Pałczyński,63,M. Borkowski,8 / 11,0 zł
 24.04.2016,Wrocław,2800 m,płoty, st. u. P. Pałczyński,66,M. Borkowski,0 / 10,0 zł
 08.11.2015,Warszawa,2000 m,IV, dż. A. Polli ,58,M. Fabiańska,4 / 7,600 zł
 18.10.2015,Warszawa,2000 m,III, dż. A. Polli ,55½,M. Fabiańska,2 / 8,2 800 zł
 27.09.2015,Warszawa,1800 m,IV, dż. A. Polli ,59,M. Fabiańska,3 / 7,1 200 zł
 06.09.2015,Warszawa,1800 m,IV, dż. A. Polli ,59,M. Fabiańska,6 / 11,0 zł
 29.08.2015,Warszawa,2200 m,IV, dż. A. Polli ,59,M. Fabiańska,7 / 7,0 zł
 09.08.2015,Warszawa,2000 m,IV, dż. M. Srnec,59,M. Fabiańska,4 / 9,600 zł
 05.07.2015,Warszawa,1800 m,III, dż. G. Bietolini,60,S. Walotek,4 / 10,700 zł
 06.06.2015,Warszawa,2200 m,III, dż. G. Bietolini,59,S. Walotek,6 / 8,0 zł
 17.05.2015,Warszawa,1600 m,III, dż. V. Popov,59,S. Walotek,8 / 11,0 zł
 25.04.2015,Warszawa,1600 m,III, dż. V. Popov,59,S. Walotek,5 / 7,350 zł
 12.08.2017,Warszawa,1600 m,III, dż. A. Reznikov,59,J. Kozłowski,2 / 6,2 800 zł
 30.07.2017,Warszawa,1600 m,IV, dż. A. Reznikov,61,J. Kozłowski,1 / 13,6 000 zł
 08.07.2017,Warszawa,1300 m,IV, dż. A. Reznikov,59,J. Kozłowski,1 / 12,6 000 zł
 17.06.2017,Warszawa,1400 m,III, dż. A. Reznikov,59,J. Kozłowski,2 / 8,2 800 zł
 27.05.2017,Warszawa,1800 m,III, dż. A. Reznikov,59,J. Kozłowski,3 / 11,1 400 zł
 29.04.2017,Warszawa,1600 m,III, dż. A. Reznikov,59,J. Kozłowski,2 / 8,2 800 zł
 27.10.2018,Warszawa,1000 m,IV, k. dż. I. Wójcik,59,A. Walicki,2 / 8,2 400 zł
 14.10.2018,Warszawa,2000 m,II, k. dż. I. Wójcik,56,A. Walicki,7 / 7,0 zł
 02.09.2018,Warszawa,1600 m,IV, dż. A. Turgaev,60,A. Walicki,6 / 8,0 zł
 18.08.2018,Warszawa,1200 m,IV, dż. W. Szymczuk,60,A. Walicki,8 / 11,0 zł
 05.08.2018,Warszawa,1600 m,IV, k. dż. K. Kamińska,59,A. Walicki,6 / 10,0 zł
 07.07.2018,Warszawa,1600 m,IV, pr. dż. D. Pantchev,58,A. Walicki,2 / 12,2 400 zł
 23.06.2018,Warszawa,2000 m,III, pr. dż. D. Pantchev,58,A. Walicki,5 / 8,350 zł
 20.05.2018,Warszawa,1800 m,II, pr. dż. D. Pantchev,57,A. Walicki,4 / 7,675 zł
 22.04.2018,Warszawa,1600 m,III, pr. dż. D. Pantchev,58,A. Zielińska,5 / 8,350 zł
 28.10.2017,Warszawa,1600 m,IV, dż. M. Abik ,62,A. Zielińska,6 / 8,0 zł
 14.10.2017,Warszawa,1600 m,III, dż. M. Abik ,63½,A. Zielińska,2 / 7,2 800 zł
 24.09.2017,Warszawa,1600 m,L A, k. dż. K. Grzybowski,60,A. Zielińska,10 / 11,0 zł
 10.09.2017,Warszawa,1600 m,III, dż. M. Abik ,60,A. Zielińska,2 / 7,2 800 zł
 06.08.2017,Warszawa,1600 m,IV, pr. dż. I. Wójcik,58,A. Zielińska,1 / 8,6 000 zł
 09.07.2017,Warszawa,1800 m,III, dż. A. Reznikov,60½,A. Zielińska,4 / 6,700 zł
 24.06.2017,Warszawa,1800 m,III, pr. dż. I. Wójcik,58,A. Zielińska,2 / 6,2 800 zł
 28.05.2017,Warszawa,2000 m,III, dż. S. Mazur,60,A. Zielińska,2 / 6,2 800 zł
 13.05.2017,Warszawa,2000 m,III, pr. dż. I. Wójcik,58,A. Zielińska,2 / 7,2 800 zł
 23.04.2017,Warszawa,1600 m,III, pr. dż. I. Wójcik,58,A. Zielińska,4 / 8,700 zł
 06.11.2016,Warszawa,1800 m,II, pr. dż. I. Wójcik,58,A. Zielińska,4 / 5,900 zł
 15.10.2016,Warszawa,2000 m,III, pr. dż. I. Wójcik,61,A. Zielińska,2 / 4,2 800 zł
 17.09.2016,Warszawa,1400 m,II, st. u. I. Wójcik,55,A. Zielińska,4 / 7,900 zł
 28.08.2016,Warszawa,1800 m,III, st. u. I. Wójcik,56,A. Zielińska,1 / 6,7 000 zł
 13.08.2016,Warszawa,2400 m,I, pr. dż. K. Kamińska,49,A. Zielińska,6 / 6,0 zł
 07.08.2016,Warszawa,2000 m,III, st. u. I. Wójcik,56,A. Zielińska,4 / 7,700 zł
 11.06.2016,Warszawa,1800 m,III, st. u. I. Wójcik,56,A. Zielińska,1 / 12,7 000 zł
 07.05.2016,Warszawa,1800 m,III, dż. T. Lukašek,59,A. Zielińska,4 / 6,700 zł
 23.04.2016,Warszawa,1600 m,III, st. u. I. Wójcik,56,A. Zielińska,2 / 7,2 800 zł
 10.10.2015,Warszawa,1300 m,II, dż. A. Kabardov,57,A. Zielińska,10 / 10,0 zł
 14.10.2017,Warszawa,1200 m,IV, dż. S. Vasyutov,62,K. Ziemiański,1 / 6,6 000 zł
 24.09.2017,Warszawa,1200 m,III, dż. V. Popov,59,K. Ziemiański,9 / 13,0 zł
 02.09.2017,Warszawa,1200 m,IV, dż. S. Vasyutov,62,K. Ziemiański,2 / 6,2 400 zł
 12.08.2017,Warszawa,1300 m,III, dż. M. Srnec,59,K. Ziemiański,3 / 7,1 400 zł
 29.07.2017,Warszawa,1600 m,III, dż. S. Vasyutov,58,K. Ziemiański,9 / 9,0 zł
 24.06.2017,Warszawa,1300 m,III, dż. S. Vasyutov,59,K. Ziemiański,1 / 6,7 000 zł
 11.06.2017,Warszawa,1400 m,III, dż. M. Srnec,59,K. Ziemiański,3 / 9,1 400 zł
 06.05.2017,Warszawa,1200 m,III, dż. M. Srnec,59,K. Ziemiański,2 / 7,2 800 zł
 05.11.2016,Warszawa,1200 m,I, dż. M. Srnec,57,K. Ziemiański,4 / 10,1 060 zł
 16.10.2016,Warszawa,1400 m,I, dż. M. Srnec,56,K. Ziemiański,4 / 7,1 060 zł
 25.09.2016,Warszawa,1300 m,III, dż. M. Srnec,60,K. Ziemiański,1 / 10,7 000 zł
 10.09.2016,Warszawa,1600 m,B, pr. dż. K. Kamińska,51,K. Ziemiański,8 / 10,0 zł
 14.08.2016,Warszawa,1300 m,II, dż. M. Srnec,56,K. Ziemiański,3 / 7,1 800 zł
 24.07.2016,Warszawa,1300 m,III, dż. M. Srnec,58,K. Ziemiański,1 / 7,7 000 zł
 03.07.2016,Warszawa,2000 m,I, dż. M. Srnec,56,K. Ziemiański,4 / 8,1 060 zł
 12.06.2016,Warszawa,2200 m,, dż. S. Vasyutov,56,K. Ziemiański,10 / 11,0 zł
 21.05.2016,Warszawa,1600 m,A, dż. S. Vasyutov,59,K. Ziemiański,4 / 11,3 500 zł
 30.04.2016,Warszawa,1600 m,II, dż. S. Vasyutov,59,K. Ziemiański,5 / 7,450 zł
 17.10.2015,Warszawa,1400 m,L A, dż. S. Vasyutov,57,K. Ziemiański,3 / 7,6 400 zł
 27.09.2015,Warszawa,1200 m,B, dż. S. Vasyutov,57,K. Ziemiański,2 / 6,8 400 zł
 06.09.2015,Warszawa,1200 m,II, dż. S. Vasyutov,57,K. Ziemiański,1 / 8,9 000 zł
 16.08.2015,Warszawa,1300 m,, dż. S. Vasyutov,57,K. Ziemiański,3 / 7,4 000 zł
 29.10.2017,Warszawa,1400 m,I, dż. M. Srnec,57,M. Łojek,1 / 6,10 600 zł
 08.10.2017,Warszawa,1300 m,I, dż. A. Turgaev,57,M. Łojek,4 / 7,1 060 zł
 16.09.2017,Warszawa,1300 m,II, dż. A. Turgaev,57,M. Łojek,1 / 9,9 000 zł
 12.10.2019,Warszawa,1600 m,IV, dż. A. Kabardov,58,I. Wróblewska,11 / 11,0 zł
 14.09.2019,Warszawa,1600 m,IV, pr. dż. J. Grzybowska,56,I. Wróblewska,9 / 10,0 zł
 28.07.2019,Wrocław,1907 m,IV, u. P. Koutnikova,58,I. Wróblewska,2 / 10,2 000 zł
 17.11.2018,Warszawa,2000 m,III, dż. M. Abik ,58,K. Ziemiański,9 / 9,0 zł
 03.11.2018,Warszawa,1800 m,III, st. u. J. Grzybowska,54,K. Ziemiański,4 / 8,700 zł
 22.09.2018,Warszawa,1300 m,III, dż. M. Srnec,59,K. Ziemiański,6 / 8,0 zł
 08.09.2018,Warszawa,1600 m,III, st. u. J. Grzybowska,56½,K. Ziemiański,4 / 8,700 zł
 28.07.2018,Warszawa,1300 m,III, st. u. J. Grzybowska,54,K. Ziemiański,3 / 7,1 400 zł
 16.06.2018,Warszawa,1600 m,II, dż. M. Srnec,56,K. Ziemiański,6 / 7,0 zł
 13.05.2018,Warszawa,1800 m,II, dż. S. Mazur,56½,K. Ziemiański,6 / 6,0 zł
 03.09.2017,Warszawa,1300 m,L A, dż. V. Popov,56,K. Ziemiański,5 / 5,1 500 zł
 19.08.2017,Warszawa,1300 m,B, dż. S. Vasyutov,56,K. Ziemiański,5 / 5,1 050 zł
 29.07.2017,Warszawa,1200 m,, dż. V. Popov,55,K. Ziemiański,1 / 11,18 000 zł
 28.10.2017,Warszawa,3200 m,B, pr. dż. J. Wyrzyk,56½,A. Wyrzyk,7 / 11,0 zł
 14.10.2017,Warszawa,2000 m,II, pr. dż. J. Wyrzyk,56,A. Wyrzyk,7 / 10,0 zł
 01.10.2017,Warszawa,2800 m,I, dż. M. Abik ,55,A. Wyrzyk,4 / 7,1 060 zł
 10.09.2017,Warszawa,2400 m,B, dż. M. Abik ,57,A. Wyrzyk,2 / 6,8 400 zł
 06.08.2017,Warszawa,1800 m,B, pr. dż. J. Wyrzyk,56,A. Wyrzyk,10 / 12,0 zł
 02.07.2017,Warszawa,2600 m,L A, pr. dż. J. Wyrzyk,58,A. Wyrzyk,7 / 7,0 zł
 18.06.2017,Warszawa,2000 m,II, pr. dż. J. Wyrzyk,56,A. Wyrzyk,3 / 7,1 800 zł
 28.05.2017,Warszawa,2000 m,III, dż. M. Abik ,59,A. Wyrzyk,1 / 6,7 000 zł
 23.04.2017,Warszawa,1800 m,I, pr. dż. J. Wyrzyk,58½,A. Wyrzyk,3 / 7,2 120 zł
 20.11.2016,Warszawa,2400 m,I, pr. dż. J. Wyrzyk,53,A. Wyrzyk,4 / 8,1 060 zł
 05.11.2016,Warszawa,2000 m,III, pr. dż. J. Wyrzyk,59½,A. Wyrzyk,1 / 8,7 000 zł
 08.10.2016,Warszawa,2400 m,IV, pr. dż. J. Wyrzyk,56,A. Wyrzyk,1 / 8,6 000 zł
 17.09.2016,Warszawa,2400 m,B, pr. dż. J. Wyrzyk,53½,A. Wyrzyk,3 / 7,4 200 zł
 28.08.2016,Warszawa,2000 m,IV, pr. dż. J. Wyrzyk,55,A. Wyrzyk,1 / 6,6 000 zł
 31.07.2016,Warszawa,2400 m,L A, k. dż. M. Abik ,59,A. Wyrzyk,9 / 11,0 zł
 03.07.2016,Warszawa,1800 m,III, k. dż. M. Abik ,57,A. Wyrzyk,3 / 12,1 400 zł
 11.06.2016,Warszawa,1600 m,III, k. dż. M. Abik ,52½,A. Wyrzyk,3 / 9,1 400 zł
 22.05.2016,Warszawa,2000 m,III, k. dż. M. Abik ,58,A. Wyrzyk,5 / 6,350 zł
 23.04.2016,Warszawa,1800 m,III, k. dż. M. Abik ,53,A. Wyrzyk,3 / 9,1 400 zł
 07.11.2015,Warszawa,1400 m,II, k. dż. M. Abik ,57,A. Wyrzyk,4 / 10,900 zł
 10.10.2015,Warszawa,1300 m,II, dż. S. Vasyutov,56,A. Wyrzyk,6 / 10,0 zł
 14.11.2021,Warszawa,1800 m,III, k. dż. B. Kalysbek Uulu,60,N. Szelągowska,5 / 6,375 zł
 06.11.2021,Warszawa,2200 m,IV, dż. D. Petryakov,61,N. Szelągowska,3 / 6,1 300 zł
 09.10.2021,Warszawa,2000 m,III, pr. dż. B. Kalysbek Uulu,60½,N. Szelągowska,7 / 7,0 zł
 19.09.2021,Warszawa,1600 m,III, pr. dż. B. Kalysbek Uulu,59½,N. Szelągowska,2 / 7,3 000 zł
 28.08.2021,Warszawa,1800 m,III, dż. D. Petryakov,60,N. Szelągowska,6 / 9,0 zł
 15.08.2021,Warszawa,1600 m,II, k. dż. K. Mazur ,56,N. Szelągowska,6 / 9,0 zł
 01.08.2021,Warszawa,1400 m,III, dż. D. Petryakov,60,N. Szelągowska,6 / 6,0 zł
 04.07.2021,Warszawa,1400 m,II, dż. D. Petryakov,60,N. Szelągowska,8 / 9,0 zł
 19.06.2021,Warszawa,1600 m,II, dż. M. Srnec,61,N. Szelągowska,2 / 9,3 600 zł
 29.05.2021,Warszawa,1400 m,II, dż. D. Petryakov,60,N. Szelągowska,3 / 7,1 800 zł
 15.05.2021,Warszawa,1600 m,II, dż. D. Petryakov,60,N. Szelągowska,4 / 7,900 zł
 21.11.2020,Warszawa,1200 m,I, dż. D. Petryakov,57,N. Szelągowska,2 / 7,4 240 zł
 25.10.2020,Warszawa,1300 m,II, dż. M. Srnec,60,N. Szelągowska,1 / 11,7 500 zł
 03.10.2020,Warszawa,1300 m,II, dż. D. Petryakov,60,N. Szelągowska,8 / 10,0 zł
