data,tor,dystans,kat.,jeździec,waga,trener,mc,wygrana
 20.09.2020,Warszawa,1300 m,II, dż. D. Petryakov,60,N. Szelągowska,6 / 7,0 zł
 05.09.2020,Warszawa,1300 m,III, dż. D. Petryakov,60,N. Szelągowska,3 / 11,1 500 zł
 22.08.2020,Warszawa,1200 m,III, dż. D. Petryakov,57,N. Szelągowska,1 / 6,7 500 zł
 08.08.2020,Warszawa,1400 m,IV, dż. M. Srnec,60,N. Szelągowska,2 / 13,2 600 zł
 19.07.2020,Warszawa,2000 m,II, dż. D. Petryakov,57,N. Szelągowska,9 / 12,0 zł
 27.06.2020,Warszawa,1600 m,III, dż. D. Petryakov,60,N. Szelągowska,4 / 8,750 zł
 06.06.2020,Warszawa,1800 m,III, dż. D. Petryakov,60,N. Szelągowska,2 / 8,3 000 zł
 16.05.2020,Warszawa,1600 m,III, dż. D. Petryakov,60,N. Szelągowska,5 / 11,375 zł
 19.10.2019,Warszawa,1800 m,II, dż. D. Petryakov,60,N. Szelągowska,4 / 7,750 zł
 28.09.2019,Warszawa,2000 m,II, dż. D. Petryakov,57,N. Szelągowska,0 / 6,0 zł
 14.09.2019,Warszawa,1800 m,II, dż. D. Petryakov,60,N. Szelągowska,4 / 7,750 zł
 31.08.2019,Warszawa,1800 m,III, dż. D. Petryakov,60,N. Szelągowska,4 / 7,750 zł
 10.08.2019,Warszawa,1800 m,IV, dż. D. Petryakov,60,N. Szelągowska,1 / 9,6 500 zł
 16.06.2019,Warszawa,1800 m,II, st. u. K. Mazur ,55½,N. Szelągowska,5 / 7,450 zł
 25.05.2019,Warszawa,1800 m,III, st. u. K. Mazur ,57,N. Szelągowska,3 / 12,1 500 zł
 12.05.2019,Warszawa,2000 m,III, dż. D. Petryakov,60,N. Szelągowska,6 / 7,0 zł
 17.11.2018,Warszawa,1800 m,IV, dż. D. Petryakov,63,N. Szelągowska,4 / 8,600 zł
 20.10.2018,Warszawa,2000 m,III, dż. D. Petryakov,60,N. Szelągowska,4 / 9,700 zł
 09.09.2018,Warszawa,1800 m,III, dż. D. Petryakov,60,N. Szelągowska,6 / 6,0 zł
 05.08.2018,Warszawa,1800 m,B, dż. D. Petryakov,56,N. Szelągowska,4 / 6,2 000 zł
 08.07.2018,Warszawa,2000 m,I, dż. D. Petryakov,57,N. Szelągowska,3 / 7,2 120 zł
 23.06.2018,Warszawa,2000 m,III, dż. D. Petryakov,60,N. Szelągowska,1 / 8,7 000 zł
 26.05.2018,Warszawa,1800 m,III, dż. D. Petryakov,60,N. Szelągowska,2 / 12,2 800 zł
 12.05.2018,Warszawa,2000 m,III, dż. D. Petryakov,60,N. Szelągowska,3 / 7,1 400 zł
 22.04.2018,Warszawa,1600 m,III, dż. D. Petryakov,60,N. Szelągowska,2 / 8,2 800 zł
 14.10.2017,Warszawa,2000 m,II, dż. M. Abik ,57,W. Olkowski,8 / 10,0 zł
 24.09.2017,Warszawa,1800 m,II, dż. T. Lukašek,57,W. Olkowski,2 / 7,3 600 zł
 02.09.2017,Warszawa,1600 m,B, dż. A. Kabardov,53,W. Olkowski,7 / 8,0 zł
 13.08.2017,Warszawa,2000 m,III, dż. T. Lukašek,60,W. Olkowski,1 / 5,7 000 zł
 30.07.2017,Warszawa,1600 m,II, dż. T. Lukašek,55½,W. Olkowski,2 / 6,3 600 zł
 02.07.2017,Warszawa,2400 m,G1, dż. A. Kabardov,59,W. Olkowski,16 / 17,0 zł
 11.06.2017,Warszawa,2000 m,II, dż. T. Lukašek,60,W. Olkowski,2 / 10,3 600 zł
 28.05.2017,Warszawa,2200 m,I, dż. T. Lukašek,59,W. Olkowski,6 / 10,0 zł
 30.04.2017,Warszawa,1600 m,B, dż. M. Srnec,56,W. Olkowski,4 / 6,2 300 zł
 20.11.2016,Warszawa,1400 m,B, dż. M. Srnec,57,W. Olkowski,2 / 5,8 400 zł
 25.09.2016,Warszawa,1300 m,I, dż. T. Lukašek,57,W. Olkowski,1 / 7,10 600 zł
 03.09.2016,Warszawa,1200 m,I, dż. P. Krowicki,57,W. Olkowski,2 / 7,4 240 zł
 06.08.2016,Warszawa,1200 m,II, dż. P. Krowicki,57,W. Olkowski,1 / 7,9 000 zł
 10.06.2018,Wrocław,5500 m,steeple, pr. dż. J. Spáčil ,69,Č. Olehla,0 / 11,0 zł
 10.09.2017,Wrocław,5000 m,steeple, dż. L. Matusky,67,Č. Olehla,3 / 8,20 000 zł
 06.08.2017,Warszawa,1800 m,B, dż. S. Mazur,56,M. Kacprzyk,3 / 12,4 200 zł
 09.07.2017,Warszawa,2000 m,I, dż. W. Szymczuk,57,M. Kacprzyk,2 / 9,4 240 zł
 10.06.2017,Warszawa,1600 m,II, dż. W. Szymczuk,62,M. Kacprzyk,5 / 7,450 zł
 14.05.2017,Warszawa,2000 m,B, dż. W. Szymczuk,57,M. Kacprzyk,4 / 8,2 100 zł
 29.04.2017,Warszawa,1600 m,II, dż. W. Szymczuk,60,M. Kacprzyk,1 / 8,9 000 zł
 27.11.2016,Warszawa,1600 m,I, dż. S. Vasyutov,61,J. Siwonia,8 / 13,0 zł
 06.11.2016,Warszawa,1800 m,II, dż. M. Srnec,61,J. Siwonia,1 / 5,9 000 zł
 08.10.2016,Warszawa,1600 m,III, dż. M. Srnec,62,J. Siwonia,1 / 7,7 000 zł
 06.08.2016,Warszawa,1800 m,III, dż. M. Srnec,62,J. Siwonia,2 / 6,2 800 zł
 12.06.2016,Warszawa,1400 m,B, dż. M. Srnec,56,J. Siwonia,7 / 9,0 zł
 21.05.2016,Warszawa,1400 m,II, dż. M. Srnec,60,J. Siwonia,1 / 8,9 000 zł
 27.09.2015,Warszawa,2600 m,G1 A, dż. F. Lefebvre,55,J. Siwonia,4 / 8,12 500 zł
 15.08.2015,Warszawa,2200 m,II, dż. S. Mazur,54,J. Siwonia,2 / 8,4 400 zł
 25.07.2015,Warszawa,2000 m,I, dż. P. Krowicki,53,J. Siwonia,3 / 10,2 200 zł
 21.06.2015,Warszawa,2200 m,B, dż. S. Mazur,56,J. Siwonia,2 / 6,8 400 zł
 17.05.2015,Warszawa,1600 m,L A, dż. S. Mazur,59,J. Siwonia,5 / 5,2 000 zł
 26.04.2015,Warszawa,1600 m,B, dż. S. Mazur,55,J. Siwonia,3 / 8,4 600 zł
 26.10.2014,Warszawa,1600 m,L A, dż. P. Krowicki,57,J. Siwonia,2 / 4,12 800 zł
 04.10.2014,Warszawa,1400 m,I, dż. V. Popov,57,J. Siwonia,1 / 6,12 000 zł
 06.09.2014,Warszawa,1300 m,II, dż. S. Mazur,57,J. Siwonia,1 / 7,9 500 zł
 16.08.2014,Warszawa,1300 m,II, k. dż. S. Mura,57,J. Siwonia,7 / 8,0 zł
 28.10.2018,Warszawa,1800 m,IV, st. u. K. Mazur ,62,T. Dębowski,4 / 8,600 zł
 07.10.2018,Wrocław,1600 m,IV, dż. N. Hendzel,60,T. Dębowski,1 / 6,5 000 zł
 30.09.2018,Wrocław,1907 m,IV, k. dż. P. Nakoniechnyi,59,T. Dębowski,4 / 8,1 000 zł
 16.09.2018,Wrocław,1600 m,IV, st. u. K. Dynarowska,57,T. Dębowski,6 / 11,0 zł
 29.07.2018,Wrocław,1907 m,IV, st. u. P. Kłóś,60,T. Dębowski,5 / 6,500 zł
 10.06.2018,Wrocław,2400 m,III, st. u. K. Mazur ,57,T. Dębowski,6 / 12,0 zł
 26.05.2018,Warszawa,1800 m,III, dż. A. Reznikov,60,T. Dębowski,5 / 12,350 zł
 13.05.2018,Wrocław,2200 m,III, st. u. K. Mazur ,57,T. Dębowski,2 / 8,2 440 zł
 29.04.2018,Wrocław,1907 m,III, st. u. K. Mazur ,57,T. Dębowski,3 / 9,1 830 zł
 15.04.2018,Wrocław,1907 m,III, dż. D. Petryakov,60,T. Dębowski,9 / 9,0 zł
 22.10.2017,Wrocław,2200 m,III, dż. D. Petryakov,61½,T. Dębowski,6 / 7,0 zł
 01.10.2017,Warszawa,1800 m,III, dż. D. Petryakov,59½,T. Dębowski,1 / 10,7 000 zł
 10.09.2017,Wrocław,2800 m,płoty, k. dż. R. Benš,63½,T. Dębowski,6 / 10,0 zł
 13.08.2017,Wrocław,1907 m,IV, dż. D. Petryakov,59,T. Dębowski,1 / 10,5 000 zł
 30.07.2017,Wrocław,1907 m,IV, st. u. A. Kaleta,52,T. Dębowski,5 / 11,500 zł
 02.07.2017,Warszawa,2200 m,III, st. u. K. Mazur ,56,T. Dębowski,7 / 10,0 zł
 11.06.2017,Wrocław,2600 m,III, st. u. K. Mazur ,63,T. Dębowski,2 / 7,3 200 zł
 04.06.2017,Wrocław,2200 m,III, dż. A. Reznikov,59,T. Dębowski,2 / 5,2 440 zł
 21.05.2017,Wrocław,1600 m,III, dż. W. Szymczuk,59,T. Dębowski,3 / 10,1 830 zł
 30.04.2017,Wrocław,1907 m,III, u. A. Tokarek ,57,T. Dębowski,6 / 7,0 zł
 18.09.2016,Wrocław,1200 m,II, dż. A. Kabardov,57,M. Borkowski,4 / 10,2 100 zł
 21.08.2016,Wrocław,1200 m,II, dż. A. Kabardov,57,M. Borkowski,5 / 7,1 400 zł
 10.11.2018,Warszawa,1600 m,III, dż. A. Turgaev,60,E. Zahariev,3 / 7,1 400 zł
 27.10.2018,Warszawa,1800 m,III, st. u. K. Mazur ,57,E. Zahariev,8 / 10,0 zł
 06.10.2018,Warszawa,1400 m,I, dż. A. Reznikov,57,E. Zahariev,10 / 13,0 zł
 23.09.2018,Warszawa,1800 m,III, dż. A. Reznikov,61½,E. Zahariev,4 / 6,700 zł
 08.09.2018,Warszawa,1300 m,III, st. u. K. Mazur ,60,E. Zahariev,3 / 7,1 400 zł
 04.08.2018,Warszawa,1300 m,IV, dż. S. Mazur,63,E. Zahariev,1 / 6,6 000 zł
 30.06.2018,Warszawa,1800 m,II, dż. A. Reznikov,63,E. Zahariev,7 / 10,0 zł
 17.06.2018,Warszawa,2000 m,II, dż. A. Reznikov,60,E. Zahariev,4 / 7,900 zł
 27.05.2018,Warszawa,1200 m,III, dż. S. Mazur,63,E. Zahariev,3 / 7,1 400 zł
 05.05.2018,Warszawa,1200 m,III, dż. S. Mazur,60,E. Zahariev,1 / 7,7 000 zł
 18.11.2017,Warszawa,1600 m,III, dż. S. Mazur,60,E. Zahariev,4 / 7,700 zł
 04.11.2017,Warszawa,2000 m,III, dż. S. Mazur,60½,E. Zahariev,4 / 7,700 zł
 21.10.2017,Warszawa,2000 m,III, dż. S. Vasyutov,57,E. Zahariev,3 / 7,1 400 zł
 24.09.2017,Warszawa,2000 m,IV, dż. S. Mazur,60,E. Zahariev,1 / 12,6 000 zł
 02.09.2017,Warszawa,2000 m,IV, dż. S. Mazur,56,E. Zahariev,1 / 8,6 000 zł
 19.08.2017,Warszawa,1800 m,IV, dż. S. Mazur,56,E. Zahariev,3 / 11,1 200 zł
 30.07.2017,Warszawa,1600 m,IV, dż. E. Zahariev,59,E. Zahariev,8 / 13,0 zł
 04.06.2017,Wrocław,2200 m,III, dż. E. Zahariev,59,E. Zahariev,5 / 5,610 zł
 13.05.2017,Warszawa,1600 m,III, dż. E. Zahariev,59,E. Zahariev,2 / 11,2 800 zł
 12.11.2017,Warszawa,1200 m,I, st. u. J. Grzybowska,57,A. Wyrzyk,10 / 12,0 zł
 22.10.2017,Warszawa,1600 m,III, st. u. J. Grzybowska,59½,A. Wyrzyk,3 / 9,1 400 zł
 30.09.2017,Warszawa,1600 m,II, dż. M. Abik ,59,A. Wyrzyk,7 / 8,0 zł
 26.08.2017,Warszawa,2200 m,L A, k. dż. K. Grzybowski,56,A. Wyrzyk,7 / 7,0 zł
 30.07.2017,Warszawa,2400 m,L A, k. dż. K. Grzybowski,59,A. Wyrzyk,10 / 11,0 zł
 25.06.2017,Warszawa,1300 m,II, dż. M. Abik ,61,A. Wyrzyk,1 / 7,9 000 zł
 17.06.2017,Warszawa,1600 m,II, dż. M. Abik ,59,A. Wyrzyk,8 / 10,0 zł
 20.05.2017,Warszawa,1300 m,II, dż. M. Abik ,59,A. Wyrzyk,1 / 6,9 000 zł
 30.04.2017,Warszawa,1600 m,II, k. dż. K. Grzybowski,58,A. Wyrzyk,6 / 7,0 zł
 13.11.2016,Warszawa,1300 m,I, pr. dż. I. Wójcik,57,A. Wyrzyk,6 / 8,0 zł
 25.09.2016,Warszawa,1300 m,I, dż. M. Abik ,56,A. Wyrzyk,6 / 7,0 zł
 20.08.2016,Warszawa,1200 m,II, k. dż. M. Abik ,56,A. Wyrzyk,1 / 5,9 000 zł
 23.07.2016,Warszawa,1000 m,II, k. dż. M. Abik ,56,A. Wyrzyk,5 / 7,450 zł
 28.10.2018,Warszawa,1300 m,III, pr. dż. D. Pantchev,58,M. Janikowski,5 / 8,350 zł
 07.10.2018,Warszawa,1300 m,IV, pr. dż. D. Pantchev,58,M. Janikowski,1 / 7,6 000 zł
 16.09.2018,Warszawa,1400 m,IV, dż. A. Kabardov,60,M. Janikowski,3 / 10,1 200 zł
 18.08.2018,Warszawa,1200 m,IV, dż. P. Krowicki,60,M. Janikowski,2 / 11,2 400 zł
 16.06.2018,Warszawa,1300 m,II, dż. W. Szymczuk,59½,M. Janikowski,6 / 7,0 zł
 13.05.2018,Warszawa,1300 m,III, dż. W. Szymczuk,60,M. Janikowski,4 / 6,700 zł
 05.11.2017,Warszawa,1200 m,III, dż. W. Szymczuk,60,M. Janikowski,1 / 6,7 000 zł
 30.09.2017,Warszawa,1300 m,III, dż. W. Szymczuk,60,M. Janikowski,3 / 7,1 400 zł
 02.09.2017,Warszawa,1200 m,IV, dż. W. Szymczuk,63,M. Janikowski,1 / 6,6 000 zł
 05.08.2017,Warszawa,1200 m,IV, dż. W. Szymczuk,63,M. Janikowski,3 / 5,1 200 zł
 24.06.2017,Warszawa,1300 m,III, dż. W. Szymczuk,63,M. Janikowski,2 / 6,2 800 zł
 20.05.2017,Warszawa,1400 m,II, dż. W. Szymczuk,60,M. Janikowski,4 / 11,900 zł
 06.11.2016,Warszawa,1200 m,III, dż. W. Szymczuk,61,M. Janikowski,1 / 7,7 000 zł
 16.10.2016,Warszawa,1200 m,III, dż. W. Szymczuk,61,M. Janikowski,2 / 7,2 800 zł
 25.09.2016,Warszawa,1300 m,III, dż. W. Szymczuk,60,M. Janikowski,3 / 10,1 400 zł
 13.08.2016,Warszawa,1300 m,IV, dż. W. Szymczuk,63,M. Janikowski,1 / 7,6 000 zł
 23.07.2016,Warszawa,1400 m,IV, dż. W. Szymczuk,60,M. Janikowski,1 / 10,6 000 zł
 11.06.2016,Warszawa,1200 m,III, dż. W. Szymczuk,60,M. Janikowski,2 / 8,2 800 zł
 08.05.2016,Warszawa,1400 m,III, dż. W. Szymczuk,60,M. Janikowski,4 / 7,700 zł
 17.04.2016,Warszawa,1300 m,III, dż. W. Szymczuk,60,M. Janikowski,3 / 7,1 400 zł
 15.11.2015,Warszawa,1200 m,III, dż. W. Szymczuk,60,M. Janikowski,1 / 7,7 000 zł
 17.10.2015,Warszawa,1400 m,IV, dż. W. Szymczuk,63,M. Janikowski,1 / 7,6 000 zł
 05.09.2015,Warszawa,1300 m,III, dż. W. Szymczuk,60,M. Janikowski,5 / 7,350 zł
 02.11.2014,Warszawa,1200 m,II, dż. W. Szymczuk,60,M. Janikowski,1 / 7,8 600 zł
 12.10.2014,Warszawa,1200 m,III, dż. W. Szymczuk,62,M. Janikowski,2 / 7,2 640 zł
 21.09.2014,Warszawa,1200 m,III, dż. W. Szymczuk,58,M. Janikowski,1 / 7,6 600 zł
 23.08.2014,Warszawa,1400 m,III, dż. W. Szymczuk,59½,M. Janikowski,5 / 7,330 zł
 03.08.2014,Warszawa,1200 m,III, dż. W. Szymczuk,57,M. Janikowski,5 / 7,330 zł
 06.07.2014,Warszawa,1300 m,III, dż. W. Szymczuk,59,M. Janikowski,1 / 6,6 600 zł
 12.05.2019,Wrocław,3200 m,II, k. dż. K. Kamińska,62,F. Wołoszyn,3 / 10,2 400 zł
 10.06.2018,Wrocław,5500 m,steeple, st. u. K. Mazur ,69,R. Ganczew-Panczew,4 / 11,16 000 zł
 29.04.2018,Wrocław,1907 m,III, st. u. A. Kaleta,57,R. Ganczew-Panczew,1 / 9,6 100 zł
 15.04.2018,Wrocław,1907 m,III, st. u. A. Kaleta,57,R. Ganczew-Panczew,3 / 9,1 830 zł
 10.09.2017,Wrocław,4200 m,płoty, st. u. P. Složil ml.,69,Č. Olehla,3 / 8,10 500 zł
 13.08.2017,Wrocław,4200 m,steeple, u. M. Miksovsky ,66,Č. Olehla,8 / 8,0 zł
 11.06.2017,Wrocław,5500 m,steeple, u. M. Miksovsky ,69,Č. Olehla,6 / 11,8 000 zł
 21.05.2017,Wrocław,3600 m,steeple, u. M. Miksovsky ,67,Č. Olehla,5 / 10,800 zł
 30.04.2017,Wrocław,3400 m,steeple, u. P. Složil ml.,69,Č. Olehla,7 / 13,0 zł
 26.06.2016,Wrocław,2200 m,III, st. u. I. Wójcik,61,T. Dębowski,2 / 11,2 500 zł
 08.05.2016,Wrocław,1600 m,III, u. A. Kaleta,56,T. Dębowski,1 / 9,5 000 zł
 24.04.2016,Wrocław,1907 m,III, k. dż. A. Mazurkiewicz,59,T. Dębowski,2 / 7,2 500 zł
 24.10.2015,Warszawa,3200 m,płoty, pr. dż. I. Y.-Ivanov,69,T. Dębowski,4 / 6,2 000 zł
 09.08.2015,Wrocław,4200 m,steeple, u. A. Čmiel,67,W. Kryszyłowicz,3 / 4,3 600 zł
 28.06.2015,Wrocław,4000 m,steeple, u. A. Čmiel,66,W. Kryszyłowicz,2 / 7,4 500 zł
 07.06.2015,Wrocław,4000 m,steeple, dż. M. Stromsky,66,W. Kryszyłowicz,4 / 11,2 250 zł
 26.04.2015,Wrocław,3600 m,steeple, dż. T. Boyer,64,W. Kryszyłowicz,1 / 5,6 500 zł
 19.10.2014,Wrocław,1600 m,B, dż. J. Fornal-Laskosz,60,T. Dębowski,6 / 7,0 zł
 29.06.2014,Wrocław,3200 m,płoty, dż. P. Dębowski,67,T. Dębowski,1 / 7,8 000 zł
 08.06.2014,Wrocław,2400 m,L A, dż. R. Ganczew-Panczew,60,T. Dębowski,8 / 8,0 zł
 18.05.2014,Wrocław,2800 m,płoty, dż. P. Dębowski,66,T. Dębowski,1 / 8,8 000 zł
 10.11.2013,Warszawa,3200 m,B, dż. A. Turgaev,60,M. Łojek,7 / 8,0 zł
 29.09.2013,Warszawa,2600 m,G1 A, dż. A. Reznikov,55,M. Łojek,9 / 12,0 zł
 08.09.2013,Wrocław,2600 m,A, dż. A. Turgaev,55,M. Łojek,1 / 7,50 000 zł
 17.08.2013,Warszawa,1800 m,III, dż. A. Turgaev,58,M. Łojek,1 / 4,6 600 zł
 20.07.2013,Sopot,2000 m,III, dż. A. Turgaev,59,M. Łojek,1 / 7,6 800 zł
 22.06.2013,Warszawa,2000 m,III, dż. A. Reznikov,59,M. Łojek,1 / 8,6 600 zł
 25.05.2013,Warszawa,1800 m,III, dż. V. Popov,59,M. Łojek,6 / 9,0 zł
 04.05.2013,Warszawa,2000 m,III, dż. V. Popov,59,M. Łojek,2 / 8,2 640 zł
 21.10.2012,Warszawa,1600 m,II, dż. S. Wasiutow,57,M. Łojek,3 / 7,1 200 zł
 15.09.2012,Warszawa,1300 m,II, dż. S. Wasiutow,57,M. Łojek,2 / 7,2 400 zł
 18.08.2012,Warszawa,1200 m,II, dż. W. Szymczuk,57,M. Łojek,2 / 6,2 400 zł
 21.07.2012,Warszawa,1300 m,II, k. dż. L. Reznikova-Wróblewska,56,M. Łojek,5 / 7,300 zł
 06.10.2019,Warszawa,1800 m,II, dż. M. Abik ,60,A. Wyrzyk,1 / 5,7 500 zł
 21.09.2019,Warszawa,2000 m,IV, dż. M. Abik ,61,A. Wyrzyk,1 / 7,6 500 zł
 25.08.2019,Warszawa,2000 m,III, k. dż. I. Wójcik,59,A. Wyrzyk,3 / 7,1 500 zł
 10.08.2019,Warszawa,1800 m,IV, dż. M. Abik ,62,A. Wyrzyk,2 / 9,2 600 zł
 07.07.2019,Warszawa,2600 m,L A, k. dż. I. Wójcik,60,A. Wyrzyk,10 / 11,0 zł
 16.06.2019,Warszawa,1800 m,II, dż. M. Abik ,60,A. Wyrzyk,3 / 7,1 800 zł
 25.05.2019,Warszawa,1800 m,III, dż. M. Abik ,62,A. Wyrzyk,2 / 12,3 000 zł
 28.04.2019,Warszawa,1800 m,I, k. dż. J. Wyrzyk,60,A. Wyrzyk,9 / 11,0 zł
 18.11.2018,Warszawa,2400 m,I, k. dż. J. Wyrzyk,56½,A. Wyrzyk,1 / 7,10 600 zł
 27.10.2018,Warszawa,1800 m,III, dż. M. Abik ,60,A. Wyrzyk,1 / 10,7 000 zł
 30.09.2018,Warszawa,1800 m,III, dż. M. Abik ,58½,A. Wyrzyk,1 / 9,7 000 zł
 01.09.2018,Warszawa,2600 m,I, dż. M. Abik ,52,A. Wyrzyk,6 / 6,0 zł
 11.08.2018,Warszawa,2000 m,III, dż. M. Abik ,59,A. Wyrzyk,2 / 6,2 800 zł
 08.07.2018,Warszawa,2000 m,I, k. dż. K. Kamińska,50,A. Wyrzyk,6 / 7,0 zł
 12.05.2018,Warszawa,2000 m,III, pr. dż. J. Wyrzyk,60,A. Wyrzyk,8 / 9,0 zł
 22.04.2018,Warszawa,1600 m,I, dż. S. Vasyutov,56,A. Wyrzyk,4 / 7,1 060 zł
 28.10.2017,Warszawa,1300 m,II, dż. M. Abik ,57,A. Wyrzyk,1 / 9,9 000 zł
 01.10.2017,Warszawa,1600 m,II, dż. M. Abik ,57,A. Wyrzyk,3 / 11,1 800 zł
 03.09.2017,Warszawa,1200 m,II, dż. M. Abik ,57,A. Wyrzyk,2 / 11,3 600 zł
 29.07.2017,Warszawa,1200 m,B, dż. M. Abik ,56,A. Wyrzyk,5 / 6,1 050 zł
 25.06.2017,Warszawa,1200 m,II, dż. M. Abik ,56,A. Wyrzyk,2 / 7,3 600 zł
 28.10.2017,Warszawa,1600 m,IV, pr. dż. J. Wyrzyk,60,A. Wyrzyk,3 / 8,1 200 zł
 15.10.2017,Warszawa,1400 m,III, k. dż. K. Grzybowski,58,A. Wyrzyk,3 / 7,1 400 zł
 01.10.2017,Warszawa,1000 m,IV, pr. dż. J. Wyrzyk,62,A. Wyrzyk,8 / 11,0 zł
 09.09.2017,Warszawa,1600 m,III, pr. dż. J. Wyrzyk,56,A. Wyrzyk,1 / 7,7 000 zł
 26.08.2017,Warszawa,1000 m,IV, dż. M. Abik ,59,A. Wyrzyk,3 / 8,1 200 zł
 05.08.2017,Warszawa,1400 m,IV, dż. M. Abik ,59,A. Wyrzyk,3 / 10,1 200 zł
 15.07.2017,Sopot,1300 m,IV, k. dż. K. Grzybowski,58,A. Wyrzyk,2 / 6,2 400 zł
 01.07.2017,Warszawa,1300 m,III, dż. M. Abik ,59,A. Wyrzyk,2 / 7,2 800 zł
 17.06.2017,Warszawa,1400 m,III, pr. dż. J. Wyrzyk,57,A. Wyrzyk,5 / 8,350 zł
 21.05.2017,Warszawa,1000 m,III, dż. M. Abik ,59,A. Wyrzyk,3 / 8,1 400 zł
 29.04.2017,Warszawa,1600 m,III, dż. M. Abik ,59,A. Wyrzyk,6 / 8,0 zł
 11.11.2018,Warszawa,1400 m,III, dż. V. Popov,59,M. Jodłowski,8 / 8,0 zł
 03.11.2018,Warszawa,1600 m,III, dż. V. Popov,59,M. Jodłowski,5 / 7,350 zł
 21.10.2018,Warszawa,1800 m,IV, dż. P. Krowicki,58,M. Jodłowski,6 / 8,0 zł
 22.04.2018,Warszawa,1800 m,III, dż. V. Popov,59,M. Jodłowski,11 / 11,0 zł
 11.11.2017,Warszawa,1400 m,I, dż. M. Abik ,57,A. Wyrzyk,7 / 7,0 zł
 08.10.2017,Warszawa,1300 m,I, dż. M. Abik ,56,A. Wyrzyk,5 / 7,530 zł
 17.09.2017,Warszawa,1200 m,I, dż. M. Abik ,56,A. Wyrzyk,3 / 7,2 120 zł
 12.08.2017,Warszawa,1200 m,II, dż. M. Abik ,57,A. Wyrzyk,1 / 8,9 000 zł
 08.07.2017,Warszawa,1000 m,, dż. M. Abik ,55,A. Wyrzyk,2 / 5,7 200 zł
 17.10.2021,Warszawa,1400 m,IV, u. K. Antczak,56,W. Szymczuk,7 / 8,0 zł
 02.10.2021,Warszawa,2000 m,II, k. dż. K. Kamińska,56,W. Szymczuk,7 / 7,0 zł
 12.09.2021,Warszawa,1400 m,IV, k. dż. K. Kamińska,59,W. Szymczuk,0 / 7,0 zł
 21.08.2021,Warszawa,1800 m,IV, k. dż. K. Kamińska,59,W. Szymczuk,5 / 9,325 zł
 01.08.2021,Warszawa,1600 m,IV, u. K. Antczak,56,W. Szymczuk,7 / 8,0 zł
 20.06.2021,Warszawa,1800 m,III, u. K. Antczak,59,W. Szymczuk,6 / 10,0 zł
 29.05.2021,Warszawa,1800 m,III, st. u. A. Gil,51,K. Rogowski,7 / 7,0 zł
 16.05.2021,Warszawa,1600 m,III, pr. dż. J. Balcerska,58,K. Rogowski,7 / 7,0 zł
 02.05.2021,Warszawa,1200 m,III, dż. A. Kabardov,60,K. Rogowski,11 / 13,0 zł
 22.11.2020,Warszawa,1400 m,IV, pr. dż. J. Grzybowska,59,K. Rogowski,6 / 7,0 zł
 26.09.2020,Warszawa,1800 m,IV, st. u. E. Turganaaly Uulu,57,K. Rogowski,6 / 7,0 zł
 19.09.2020,Warszawa,1400 m,IV, st. u. E. Turganaaly Uulu,60,K. Rogowski,4 / 9,650 zł
 29.08.2020,Warszawa,1600 m,III, dż. A. Turgaev,56,K. Rogowski,8 / 10,0 zł
 09.08.2020,Warszawa,1400 m,II, pr. dż. J. Grzybowska,56,K. Rogowski,9 / 9,0 zł
 11.07.2020,Warszawa,1400 m,III, dż. A. Kabardov,60,K. Rogowski,6 / 7,0 zł
 27.06.2020,Warszawa,1600 m,III, dż. A. Kabardov,60,K. Rogowski,7 / 8,0 zł
 13.06.2020,Warszawa,1400 m,III, k. dż. A. Klochynskyi,59,K. Rogowski,13 / 14,0 zł
 03.11.2018,Warszawa,1600 m,III, k. dż. K. Kamińska,59,K. Rogowski,4 / 7,700 zł
 27.10.2018,Warszawa,1800 m,III, k. dż. K. Kamińska,57,K. Rogowski,10 / 10,0 zł
 07.10.2018,Warszawa,1300 m,IV, dż. A. Turgaev,62,K. Rogowski,6 / 7,0 zł
 15.09.2018,Warszawa,1800 m,IV, dż. A. Reznikov,60,K. Rogowski,5 / 7,300 zł
 08.09.2018,Warszawa,1300 m,III, u. J. Giedyk,57,K. Rogowski,5 / 7,350 zł
 25.08.2018,Warszawa,2200 m,L A, k. dż. K. Kamińska,60,K. Rogowski,12 / 12,0 zł
 12.08.2018,Warszawa,1600 m,II, k. dż. K. Kamińska,54,K. Rogowski,7 / 7,0 zł
 21.07.2018,Sopot,1600 m,III, dż. M. Abik ,58,K. Rogowski,3 / 7,1 400 zł
 01.07.2018,Warszawa,1400 m,III, dż. D. Petryakov,62,K. Rogowski,6 / 7,0 zł
 16.06.2018,Warszawa,1300 m,II, pr. dż. K. Kamińska,51,K. Rogowski,1 / 7,9 000 zł
 09.06.2018,Warszawa,2000 m,III, dż. A. Reznikov,57,K. Rogowski,6 / 7,0 zł
 20.05.2018,Warszawa,1800 m,II, dż. A. Kabardov,53,K. Rogowski,3 / 7,1 800 zł
 05.05.2018,Warszawa,1200 m,III, k. dż. K. Grzybowski,58,K. Rogowski,4 / 7,700 zł
 29.04.2018,Wrocław,1907 m,III, dż. D. Petryakov,58,K. Rogowski,2 / 9,2 440 zł
 15.04.2018,Wrocław,3000 m,płoty, dż. T. Boyer,67,K. Rogowski,0 / 9,0 zł
